Episode,Timestep,State,Action,Reward,Next State
13,25,"[ 0.56955579 -0.99432051  0.82195268  0.10642706 -0.10469245  0.01555494
  0.01327121 -0.79297184  0.08979486 -0.01664909]",[-0.04510427 -0.04455547],-0.09362144591163366,"[ 0.5708119  -0.9923077   0.82108086  0.1237959  -0.10469245  0.01555494
 -0.16557693 -0.95435533  0.08828627 -0.01529799]"
13,26,"[ 0.5708119  -0.9923077   0.82108086  0.1237959  -0.10469245  0.01555494
 -0.16557693 -0.95435533  0.08828627 -0.01529799]",[-0.04377457 -0.06737249],-0.0940649347339278,"[ 0.57492461 -0.98940619  0.81820639  0.14517364 -0.10469245  0.01555494
 -0.33562281 -1.20223413  0.08654723 -0.01360259]"
13,27,"[ 0.57492461 -0.98940619  0.81820639  0.14517364 -0.10469245  0.01555494
 -0.33562281 -1.20223413  0.08654723 -0.01360259]",[-0.0380462   0.06677455],-0.09163002337532024,"[ 0.58157953 -0.98611419  0.81348955  0.16606865 -0.10469245  0.01555494
 -0.47959921 -0.9140406   0.08490442 -0.01182316]"
13,28,"[ 0.58157953 -0.98611419  0.81348955  0.16606865 -0.10469245  0.01555494
 -0.47959921 -0.9140406   0.08490442 -0.01182316]",[ 0.07786209 -0.06424617],-0.09414817617488268,"[ 0.58677699 -0.9824746   0.80974858  0.18639649 -0.10469245  0.01555494
 -0.16183939 -1.1503184   0.08335317 -0.01006039]"
13,29,"[ 0.58677699 -0.9824746   0.80974858  0.18639649 -0.10469245  0.01555494
 -0.16183939 -1.1503184   0.08335317 -0.01006039]",[ 0.06280506 -0.0570544 ],-0.08908645656634522,"[ 0.58735163 -0.9774988   0.80933186  0.21094095 -0.10469245  0.01555494
  0.09001692 -1.35344501  0.08149344 -0.00801648]"
13,30,"[ 0.58735163 -0.9774988   0.80933186  0.21094095 -0.10469245  0.01555494
  0.09001692 -1.35344501  0.08149344 -0.00801648]",[0.01396651 0.01382281],-0.08017698857489057,"[ 0.58545836 -0.97162527  0.81070248  0.23652554 -0.10469245  0.01555494
  0.14353592 -1.27191538  0.07957248 -0.0058992 ]"
13,31,"[ 0.58545836 -0.97162527  0.81070248  0.23652554 -0.10469245  0.01555494
  0.14353592 -1.27191538  0.07957248 -0.0058992 ]",[ 0.00987993 -0.07139266],-0.08284446325137332,"[ 0.58283301 -0.9646168   0.81259195  0.26365591 -0.10469245  0.01555494
  0.17980312 -1.52941665  0.07756575 -0.0036148 ]"
13,32,"[ 0.58283301 -0.9646168   0.81259195  0.26365591 -0.10469245  0.01555494
  0.17980312 -1.52941665  0.07756575 -0.0036148 ]",[-0.02981824  0.10096578],-0.08683675685658378,"[ 0.58090062 -0.95735753  0.81397449  0.28890581 -0.10469245  0.01555494
  0.05820486 -1.0993615   0.07574031 -0.00141564]"
13,33,"[ 0.58090062 -0.95735753  0.81397449  0.28890581 -0.10469245  0.01555494
  0.05820486 -1.0993615   0.07574031 -0.00141564]",[-0.14890312 -0.02206198],-0.09697924539130347,"[ 5.84770537e-01 -9.50570194e-01  8.11198755e-01  3.10509751e-01
 -1.04692447e-01  1.55549351e-02 -5.32481022e-01 -1.16497279e+00
  7.43169156e-02  7.17156300e-04]"
13,34,"[ 5.84770537e-01 -9.50570194e-01  8.11198755e-01  3.10509751e-01
 -1.04692447e-01  1.55549351e-02 -5.32481022e-01 -1.16497279e+00
  7.43169156e-02  7.17156300e-04]",[0.0126366  0.02064263],-0.07372982682351342,"[ 0.59288683 -0.94342732  0.80528579  0.3315794  -0.10469245  0.01555494
 -0.47190293 -1.06017146  0.07308131  0.00302834]"
13,35,"[ 0.59288683 -0.94342732  0.80528579  0.3315794  -0.10469245  0.01555494
 -0.47190293 -1.06017146  0.07308131  0.00302834]",[-0.01480691 -0.00784558],-0.0724638863788292,"[ 0.60085594 -0.93614961  0.79935733  0.35160192 -0.10469245  0.01555494
 -0.52118105 -1.07024935  0.07198791  0.00530463]"
13,36,"[ 0.60085594 -0.93614961  0.79935733  0.35160192 -0.10469245  0.01555494
 -0.52118105 -1.07024935  0.07198791  0.00530463]",[-0.0627785   0.00982505],-0.07552551371598593,"[ 0.61104915 -0.92863352  0.79159266  0.37099837 -0.10469245  0.01555494
 -0.75940707 -1.01016554  0.07107409  0.00768018]"
13,37,"[ 0.61104915 -0.92863352  0.79159266  0.37099837 -0.10469245  0.01555494
 -0.75940707 -1.01016554  0.07107409  0.00768018]",[-0.07838395 -0.01393988],-0.07749037602337017,"[ 0.62531586 -0.92081141  0.78037176  0.39000814 -0.10469245  0.01555494
 -1.05470211 -1.04537197  0.07040758  0.01026552]"
13,38,"[ 0.62531586 -0.92081141  0.78037176  0.39000814 -0.10469245  0.01555494
 -1.05470211 -1.04537197  0.07040758  0.01026552]",[ 0.0830313  -0.06450145],-0.08200286639276737,"[ 0.63894231 -0.91149065  0.76925465  0.41132079 -0.10469245  0.01555494
 -0.70509365 -1.28006575  0.06971873  0.01315109]"
13,39,"[ 0.63894231 -0.91149065  0.76925465  0.41132079 -0.10469245  0.01555494
 -0.70509365 -1.28006575  0.06971873  0.01315109]",[0.10975572 0.06844538],-0.0874578019764044,"[ 0.64629905 -0.90195083  0.76308423  0.43183873 -0.10469245  0.01555494
 -0.25659125 -0.98369918  0.06895183  0.01574525]"
13,40,"[ 0.64629905 -0.90195083  0.76308423  0.43183873 -0.10469245  0.01555494
 -0.25659125 -0.98369918  0.06895183  0.01574525]",[0.02684414 0.04468587],-0.07327124254183295,"[ 0.64935721 -0.89416493  0.76048354  0.44773773 -0.10469245  0.01555494
 -0.14522731 -0.78728516  0.06830389  0.01767536]"
13,41,"[ 0.64935721 -0.89416493  0.76048354  0.44773773 -0.10469245  0.01555494
 -0.14522731 -0.78728516  0.06830389  0.01767536]",[-0.00908384  0.02005572],-0.0709722148027543,"[ 0.65181511 -0.88744416  0.75837792  0.46091525 -0.10469245  0.01555494
 -0.1783125  -0.69228747  0.06779422  0.01929837]"
13,42,"[ 0.65181511 -0.88744416  0.75837792  0.46091525 -0.10469245  0.01555494
 -0.1783125  -0.69228747  0.06779422  0.01929837]",[0.02334256 0.00582507],-0.07105605520695402,"[ 0.6537874  -0.88115209  0.75667829  0.47283294 -0.10469245  0.01555494
 -0.08236627 -0.65551519  0.06734565  0.02077512]"
13,43,"[ 0.6537874  -0.88115209  0.75667829  0.47283294 -0.10469245  0.01555494
 -0.08236627 -0.65551519  0.06734565  0.02077512]",[-0.07701474 -0.00035988],-0.07656116401310765,"[ 0.65732914 -0.87493367  0.75360361  0.48424279 -0.10469245  0.01555494
 -0.38563879 -0.64396782  0.06702019  0.02229029]"
13,44,"[ 0.65732914 -0.87493367  0.75360361  0.48424279 -0.10469245  0.01555494
 -0.38563879 -0.64396782  0.06702019  0.02229029]",[-0.0757326   0.09587695],-0.08606679525123587,"[ 0.66531339 -0.87056839  0.74656419  0.49204744 -0.10469245  0.01555494
 -0.67782509 -0.2515932   0.06710364  0.02361897]"
13,45,"[ 0.66531339 -0.87056839  0.74656419  0.49204744 -0.10469245  0.01555494
 -0.67782509 -0.2515932   0.06710364  0.02361897]",[ 0.0106845  -0.03124939],-0.07289853686677164,"[ 0.67496037 -0.86748936  0.73785398  0.49745573 -0.10469245  0.01555494
 -0.62210795 -0.37034622  0.06740574  0.02475549]"
13,46,"[ 0.67496037 -0.86748936  0.73785398  0.49745573 -0.10469245  0.01555494
 -0.62210795 -0.37034622  0.06740574  0.02475549]",[-0.02825351 -0.022645  ],-0.07386635693880458,"[ 0.68481652 -0.86336445  0.72871554  0.50458085 -0.10469245  0.01555494
 -0.7216491  -0.45268097  0.06769046  0.02612037]"
13,47,"[ 0.68481652 -0.86336445  0.72871554  0.50458085 -0.10469245  0.01555494
 -0.7216491  -0.45268097  0.06769046  0.02612037]",[-0.07491528 -0.09063933],-0.08745075749553448,"[ 0.69729544 -0.85695659  0.71678384  0.51538859 -0.10469245  0.01555494
 -1.00395595 -0.80261661  0.06805482  0.02808705]"
13,48,"[ 0.69729544 -0.85695659  0.71678384  0.51538859 -0.10469245  0.01555494
 -1.00395595 -0.80261661  0.06805482  0.02808705]",[-0.11648469 -0.05085192],-0.0914782169414646,"[ 0.71465029 -0.84758733  0.69948192  0.53065593 -0.10469245  0.01555494
 -1.4452406  -0.98808674  0.068697    0.03089286]"
13,49,"[ 0.71465029 -0.84758733  0.69948192  0.53065593 -0.10469245  0.01555494
 -1.4452406  -0.98808674  0.068697    0.03089286]",[0.11512627 0.01936531],-0.09085823882340176,"[ 0.7312609  -0.83746393  0.68209786  0.54649261 -0.10469245  0.01555494
 -0.960841   -0.89184542  0.06945036  0.03377856]"
14,0,"[ 0.99983306  0.99875142  0.01827167 -0.04995599 -0.10723499  0.03653966
 -0.00442054  0.00347335  0.31716301 -0.03819936]",[0.12145482 0.19260411],-0.37111278042476264,"[ 0.99973545  0.99910725  0.02300052 -0.04224566 -0.10723499  0.03653966
  0.47580802  0.76584128  0.31718813 -0.03635838]"
14,1,"[ 0.99973545  0.99910725  0.02300052 -0.04224566 -0.10723499  0.03653966
  0.47580802  0.76584128  0.31718813 -0.03635838]",[0.2201973  0.33808398],-0.481256596660448,"[ 0.99915311  0.99990663  0.0411468  -0.01366531 -0.10723499  0.03653966
  1.33691453  2.08900086  0.31710877 -0.02940253]"
14,2,"[ 0.99915311  0.99990663  0.0411468  -0.01366531 -0.10723499  0.03653966
  1.33691453  2.08900086  0.31710877 -0.02940253]",[0.12114967 0.22588606],-0.38249458589484153,"[ 0.99737764  0.99932768  0.07237299  0.0366632  -0.10723499  0.03653966
  1.78937051  2.94187273  0.31631873 -0.01732509]"
14,3,"[ 0.99737764  0.99932768  0.07237299  0.0366632  -0.10723499  0.03653966
  1.78937051  2.94187273  0.31631873 -0.01732509]",[0.06265679 0.3053565 ],-0.4112111531016169,"[ 9.93917517e-01  9.94275113e-01  1.10127060e-01  1.06850359e-01
 -1.07234987e-01  3.65396609e-02  2.00138406e+00  4.09262291e+00
  3.14037521e-01 -1.80098057e-03]"
14,4,"[ 9.93917517e-01  9.94275113e-01  1.10127060e-01  1.06850359e-01
 -1.07234987e-01  3.65396609e-02  2.00138406e+00  4.09262291e+00
  3.14037521e-01 -1.80098057e-03]",[0.09498723 0.22669631],-0.37021238945543733,"[ 0.98820399  0.9806388   0.15314333  0.19582529 -0.10723499  0.03653966
  2.33725019  4.90908     0.30935459  0.01658034]"
14,5,"[ 0.98820399  0.9806388   0.15314333  0.19582529 -0.10723499  0.03653966
  2.33725019  4.90908     0.30935459  0.01658034]",[0.06576634 0.13024877],-0.32510490433515943,"[ 0.97953895  0.95549032  0.20125467  0.29502244 -0.10723499  0.03653966
  2.55107242  5.3275288   0.30161123  0.03652658]"
14,6,"[ 0.97953895  0.95549032  0.20125467  0.29502244 -0.10723499  0.03653966
  2.55107242  5.3275288   0.30161123  0.03652658]",[0.0688871  0.24466187],-0.3603355481221466,"[ 0.96743955  0.91524119  0.25310218  0.4029064  -0.10723499  0.03653966
  2.77288902  6.19071314  0.29016032  0.05712816]"
14,7,"[ 0.96743955  0.91524119  0.25310218  0.4029064  -0.10723499  0.03653966
  2.77288902  6.19071314  0.29016032  0.05712816]",[0.02514591 0.08531721],-0.29329168279665613,"[ 0.95178547  0.85736717  0.30676444  0.51470528 -0.10723499  0.03653966
  2.81759008  6.40593678  0.27480863  0.07695555]"
14,8,"[ 0.95178547  0.85736717  0.30676444  0.51470528 -0.10723499  0.03653966
  2.81759008  6.40593678  0.27480863  0.07695555]",[-0.01682989  0.13351385],-0.2911557281702868,"[ 0.93343785  0.78207075  0.35873915  0.62318966 -0.10723499  0.03653966
  2.6953353   6.80779456  0.25628857  0.09418374]"
14,9,"[ 0.93343785  0.78207075  0.35873915  0.62318966 -0.10723499  0.03653966
  2.6953353   6.80779456  0.25628857  0.09418374]",[ 0.03046262 -0.00212657],-0.25988341601011883,"[ 0.91247602  0.69128297  0.4091302   0.72258416 -0.10723499  0.03653966
  2.76282945  6.66454948  0.23534886  0.10801154]"
14,10,"[ 0.91247602  0.69128297  0.4091302   0.72258416 -0.10723499  0.03653966
  2.76282945  6.66454948  0.23534886  0.10801154]",[0.02673963 0.1444458 ],-0.26457147190335895,"[ 0.8882515   0.58554958  0.45935746  0.81063659 -0.10723499  0.03653966
  2.81411961  7.10450542  0.21231213  0.11818887]"
14,11,"[ 0.8882515   0.58554958  0.45935746  0.81063659 -0.10723499  0.03653966
  2.81411961  7.10450542  0.21231213  0.11818887]",[-0.03425746  0.10822392],-0.23795212809018187,"[ 0.86197778  0.46229285  0.50694606  0.88672731 -0.10723499  0.03653966
  2.62316788  7.39239946  0.18781873  0.12401166]"
14,12,"[ 0.86197778  0.46229285  0.50694606  0.88672731 -0.10723499  0.03653966
  2.62316788  7.39239946  0.18781873  0.12401166]",[0.0100576 0.0607303],-0.20944130762147375,"[ 0.8342729   0.32573328  0.55135173  0.9454617  -0.10723499  0.03653966
  2.61142585  7.48648678  0.16321385  0.12511586]"
14,13,"[ 0.8342729   0.32573328  0.55135173  0.9454617  -0.10723499  0.03653966
  2.61142585  7.48648678  0.16321385  0.12511586]",[-0.02228262  0.04183286],-0.18744060975435703,"[ 0.80518256  0.18088143  0.59302702  0.98350491 -0.10723499  0.03653966
  2.47198427  7.50391545  0.13961689  0.12167161]"
14,14,"[ 0.80518256  0.18088143  0.59302702  0.98350491 -0.10723499  0.03653966
  2.47198427  7.50391545  0.13961689  0.12167161]",[-0.00684622 -0.02581731],-0.16514678028191565,"[ 0.77537051  0.03431388  0.63150659  0.99941111 -0.10723499  0.03653966
  2.39642785  7.25311809  0.11827374  0.1142351 ]"
14,15,"[ 0.77537051  0.03431388  0.63150659  0.99941111 -0.10723499  0.03653966
  2.39642785  7.25311809  0.11827374  0.1142351 ]",[-0.08533384 -0.07887168],-0.15802994791589292,"[ 0.74679692 -0.10596873  0.66505214  0.99436946 -0.10723499  0.03653966
  2.01172608  6.79726825  0.1004654   0.10389829]"
14,16,"[ 0.74679692 -0.10596873  0.66505214  0.99436946 -0.10723499  0.03653966
  2.01172608  6.79726825  0.1004654   0.10389829]",[-0.12502553  0.06990962],-0.1464590619328231,"[ 0.72315497 -0.24114083  0.69068582  0.97049013 -0.10723499  0.03653966
  1.47737967  6.93956948  0.08663478  0.09140777]"
14,17,"[ 0.72315497 -0.24114083  0.69068582  0.97049013 -0.10723499  0.03653966
  1.47737967  6.93956948  0.08663478  0.09140777]",[-0.04231667 -0.05377369],-0.11352138963405511,"[ 0.70383539 -0.3698225   0.7103631   0.92910243 -0.10723499  0.03653966
  1.28096098  6.58927424  0.076386    0.07753144]"
14,18,"[ 0.70383539 -0.3698225   0.7103631   0.92910243 -0.10723499  0.03653966
  1.28096098  6.58927424  0.076386    0.07753144]",[-0.08850047  0.07879916],-0.10765856938858161,"[ 0.68814544 -0.49029252  0.72557277  0.87155794 -0.10723499  0.03653966
  0.90552344  6.77085712  0.06937456  0.06285937]"
14,19,"[ 0.68814544 -0.49029252  0.72557277  0.87155794 -0.10723499  0.03653966
  0.90552344  6.77085712  0.06937456  0.06285937]",[-0.00182681  0.03224529],-0.08171738986044713,"[ 0.67507744 -0.60341646  0.73774687  0.79742622 -0.10723499  0.03653966
  0.88058461  6.76448464  0.06522105  0.04748216]"
14,20,"[ 0.67507744 -0.60341646  0.73774687  0.79742622 -0.10723499  0.03653966
  0.88058461  6.76448464  0.06522105  0.04748216]",[ 0.05865254 -0.00384542],-0.07450453531258068,"[ 0.6603624  -0.70439588  0.75094707  0.70980733 -0.10723499  0.03653966
  1.0955387   6.61532628  0.06347102  0.03192928]"
14,21,"[ 0.6603624  -0.70439588  0.75094707  0.70980733 -0.10723499  0.03653966
  1.0955387   6.61532628  0.06347102  0.03192928]",[-0.06499676  0.01608604],-0.07089761463735388,"[ 0.64588961 -0.79146565  0.76343082  0.61121365 -0.10723499  0.03653966
  0.81670804  6.54805133  0.06426383  0.01676354]"
14,22,"[ 0.64588961 -0.79146565  0.76343082  0.61121365 -0.10723499  0.03653966
  0.81670804  6.54805133  0.06426383  0.01676354]",[-0.01399968  0.01813148],-0.06812587410565973,"[ 6.33888658e-01 -8.64212907e-01  7.73424314e-01  5.03126277e-01
 -1.07234987e-01  3.65396609e-02  7.45247340e-01  6.49020497e+00
  6.75599169e-02  2.36023817e-03]"
14,23,"[ 6.33888658e-01 -8.64212907e-01  7.73424314e-01  5.03126277e-01
 -1.07234987e-01  3.65396609e-02  7.45247340e-01  6.49020497e+00
  6.75599169e-02  2.36023817e-03]",[-0.05788979  0.03171913],-0.07827370456558064,"[ 0.62420404 -0.92205585  0.78126136  0.38705685 -0.10723499  0.03653966
  0.50140427  6.48730102  0.07308158 -0.01107762]"
14,24,"[ 0.62420404 -0.92205585  0.78126136  0.38705685 -0.10723499  0.03653966
  0.50140427  6.48730102  0.07308158 -0.01107762]",[-0.07487321  0.09885449],-0.09952723878231713,"[ 0.61875523 -0.96507863  0.78558384  0.26196037 -0.10723499  0.03653966
  0.19512184  6.75027714  0.0807871  -0.0235479 ]"
14,25,"[ 0.61875523 -0.96507863  0.78558384  0.26196037 -0.10723499  0.03653966
  0.19512184  6.75027714  0.0807871  -0.0235479 ]",[0.08702369 0.03596817],-0.10580470744953134,"[ 0.61298736 -0.99156718  0.79009271  0.12959369 -0.10723499  0.03653966
  0.53579868  5.5833952   0.09041071 -0.03496934]"
14,26,"[ 0.61298736 -0.99156718  0.79009271  0.12959369 -0.10723499  0.03653966
  0.53579868  5.5833952   0.09041071 -0.03496934]",[ 0.01699143 -0.08292651],-0.10827423805291023,"[ 0.60403519 -0.99575169  0.79695765  0.09207915 -0.10723499  0.03653966
  0.59221939 -0.21071945  0.09361175 -0.03820752]"
14,27,"[ 0.60403519 -0.99575169  0.79695765  0.09207915 -0.10723499  0.03653966
  0.59221939 -0.21071945  0.09361175 -0.03820752]",[ 0.03320582 -0.10716185],-0.11196916105342719,"[ 0.59358749 -0.99424451  0.80476947  0.10713479 -0.10723499  0.03653966
  0.71192988 -1.03417595  0.0922015  -0.0370923 ]"
14,28,"[ 0.59358749 -0.99424451  0.80476947  0.10713479 -0.10723499  0.03653966
  0.71192988 -1.03417595  0.0922015  -0.0370923 ]",[-0.12425796 -0.00087134],-0.11275855226838283,"[ 0.58619009 -0.99183784  0.81017355  0.12750569 -0.10723499  0.03653966
  0.20586933 -1.01717356  0.09053619 -0.03569234]"
14,29,"[ 0.58619009 -0.99183784  0.81017355  0.12750569 -0.10723499  0.03653966
  0.20586933 -1.01717356  0.09053619 -0.03569234]",[0.0164755  0.03393579],-0.09685155693869779,"[ 0.58235057 -0.98926659  0.81293777  0.14612189 -0.10723499  0.03653966
  0.26703121 -0.86266229  0.08903232 -0.03434881]"
14,30,"[ 0.58235057 -0.98926659  0.81293777  0.14612189 -0.10723499  0.03653966
  0.26703121 -0.86266229  0.08903232 -0.03434881]",[-0.05654085 -0.00409416],-0.09691558798441549,"[ 0.5798753  -0.98659981  0.81470525  0.16315886 -0.10723499  0.03653966
  0.03788677 -0.86180416  0.08766908 -0.03307854]"
14,31,"[ 0.5798753  -0.98659981  0.81470525  0.16315886 -0.10723499  0.03653966
  0.03788677 -0.86180416  0.08766908 -0.03307854]",[-0.07570502 -0.02059931],-0.09806773948181943,"[ 0.58171272 -0.98352437  0.81339431  0.18077558 -0.10723499  0.03653966
 -0.26259888 -0.92631901  0.08629752 -0.03163198]"
14,32,"[ 0.58171272 -0.98352437  0.81339431  0.18077558 -0.10723499  0.03653966
 -0.26259888 -0.92631901  0.08629752 -0.03163198]",[-0.03351838 -0.07731441],-0.09690312421197848,"[ 0.58701289 -0.97942806  0.80957759  0.20179366 -0.10723499  0.03653966
 -0.39011736 -1.21411647  0.08472287 -0.02977344]"
14,33,"[ 0.58701289 -0.97942806  0.80957759  0.20179366 -0.10723499  0.03653966
 -0.39011736 -1.21411647  0.08472287 -0.02977344]",[0.04094088 0.0258623 ],-0.08994264987430328,"[ 0.59193911 -0.9745251   0.80598268  0.22427844 -0.10723499  0.03653966
 -0.22029379 -1.08766959  0.08309022 -0.02773736]"
14,34,"[ 0.59193911 -0.9745251   0.80598268  0.22427844 -0.10723499  0.03653966
 -0.22029379 -1.08766959  0.08309022 -0.02773736]",[-0.02330333 -0.06808695],-0.09052814792080274,"[ 0.59619277 -0.96880227  0.80284132  0.24783496 -0.10723499  0.03653966
 -0.30820287 -1.33573416  0.08143218 -0.02555971]"
14,35,"[ 0.59619277 -0.96880227  0.80284132  0.24783496 -0.10723499  0.03653966
 -0.30820287 -1.33573416  0.08143218 -0.02555971]",[0.09946551 0.02626108],-0.09364769276069183,"[ 0.59791879 -0.96219382  0.80155669  0.27236565 -0.10723499  0.03653966
  0.09170891 -1.20529239  0.07972752 -0.02330794]"
14,36,"[ 0.59791879 -0.96219382  0.80155669  0.27236565 -0.10723499  0.03653966
  0.09170891 -1.20529239  0.07972752 -0.02330794]",[ 0.00497934 -0.01551828],-0.08117929957500432,"[ 0.59630343 -0.95523782  0.80275913  0.29583899 -0.10723499  0.03653966
  0.10960782 -1.24287522  0.07808445 -0.02120953]"
14,37,"[ 0.59630343 -0.95523782  0.80275913  0.29583899 -0.10723499  0.03653966
  0.10960782 -1.24287522  0.07808445 -0.02120953]",[0.08017587 0.03890369],-0.08685779124682325,"[ 0.59199586 -0.94816083  0.80594101  0.31779087 -0.10723499  0.03653966
  0.42487521 -1.06421682  0.07651747 -0.01930884]"
14,38,"[ 0.59199586 -0.94816083  0.80594101  0.31779087 -0.10723499  0.03653966
  0.42487521 -1.06421682  0.07651747 -0.01930884]",[-0.03051523  0.07154232],-0.08338895543843526,"[ 0.58617694 -0.94221001  0.81018306  0.33502282 -0.10723499  0.03653966
  0.29565987 -0.75987568  0.07524212 -0.01788905]"
14,39,"[ 0.58617694 -0.94221001  0.81018306  0.33502282 -0.10723499  0.03653966
  0.29565987 -0.75987568  0.07524212 -0.01788905]",[-0.0183585  -0.00639272],-0.0764226076030347,"[ 0.5820169  -0.93697389  0.81317669  0.34939939 -0.10723499  0.03653966
  0.21712296 -0.77014672  0.07419628 -0.01666459]"
14,40,"[ 0.5820169  -0.93697389  0.81317669  0.34939939 -0.10723499  0.03653966
  0.21712296 -0.77014672  0.07419628 -0.01666459]",[-0.08671052 -0.00109945],-0.08234805287327787,"[ 0.58132149 -0.9315209   0.81367397  0.36368781 -0.10723499  0.03653966
 -0.13047331 -0.7592633   0.0732491  -0.01529113]"
14,41,"[ 0.58132149 -0.9315209   0.81367397  0.36368781 -0.10723499  0.03653966
 -0.13047331 -0.7592633   0.0732491  -0.01529113]",[ 0.08121983 -0.03537908],-0.08141134475831593,"[ 0.58079839 -0.9254163   0.81404744  0.37895206 -0.10723499  0.03653966
  0.19366699 -0.88430795  0.07225871 -0.0137911 ]"
